,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
788,0 days 02:05:14.166000,GAS,10,0 days 00:01:24.036000,48.0,3.0,,,0 days 00:00:27.482000,0 days 00:00:28.672000,0 days 00:00:27.882000,0 days 02:04:17.665000,0 days 02:04:46.337000,0 days 02:05:14.219000,314.0,316.0,316.0,323.0,False,HARD,18.0,True,Alpine,0 days 02:03:50.130000,,1,16.0,False,,False,True
789,0 days 02:06:38.018000,GAS,10,0 days 00:01:23.852000,49.0,3.0,,,0 days 00:00:27.380000,0 days 00:00:28.645000,0 days 00:00:27.827000,0 days 02:05:41.599000,0 days 02:06:10.244000,0 days 02:06:38.071000,313.0,316.0,316.0,322.0,True,HARD,19.0,True,Alpine,0 days 02:05:14.166000,,1,16.0,False,,False,True
790,0 days 02:08:02.095000,GAS,10,0 days 00:01:24.077000,50.0,3.0,,,0 days 00:00:27.401000,0 days 00:00:28.762000,0 days 00:00:27.914000,0 days 02:07:05.472000,0 days 02:07:34.234000,0 days 02:08:02.148000,314.0,315.0,317.0,323.0,False,HARD,20.0,True,Alpine,0 days 02:06:38.018000,,1,16.0,False,,False,True
791,0 days 02:09:25.850000,GAS,10,0 days 00:01:23.755000,51.0,3.0,,,0 days 00:00:27.415000,0 days 00:00:28.564000,0 days 00:00:27.776000,0 days 02:08:29.563000,0 days 02:08:58.127000,0 days 02:09:25.903000,313.0,316.0,316.0,320.0,True,HARD,21.0,True,Alpine,0 days 02:08:02.095000,,1,15.0,False,,False,True
792,0 days 02:10:49.823000,GAS,10,0 days 00:01:23.973000,52.0,3.0,,,0 days 00:00:27.504000,0 days 00:00:28.724000,0 days 00:00:27.745000,0 days 02:09:53.407000,0 days 02:10:22.131000,0 days 02:10:49.876000,313.0,316.0,315.0,323.0,False,HARD,22.0,True,Alpine,0 days 02:09:25.850000,,1,15.0,False,,False,True
793,0 days 00:57:27.127000,BOT,77,0 days 00:01:36.375000,1.0,1.0,,,,0 days 00:00:32.750000,0 days 00:00:30.440000,,0 days 00:56:56.916000,0 days 00:57:27.280000,336.0,312.0,316.0,284.0,False,HARD,2.0,False,Kick Sauber,0 days 00:55:50.494000,,1,19.0,False,,False,False
794,0 days 00:58:55.504000,BOT,77,0 days 00:01:28.377000,2.0,1.0,,,0 days 00:00:28.513000,0 days 00:00:30.846000,0 days 00:00:29.018000,0 days 00:57:55.640000,0 days 00:58:26.486000,0 days 00:58:55.504000,329.0,337.0,312.0,313.0,True,HARD,3.0,False,Kick Sauber,0 days 00:57:27.127000,,1,19.0,False,,False,True
795,0 days 01:00:22.422000,BOT,77,0 days 00:01:26.918000,3.0,1.0,,,0 days 00:00:28.060000,0 days 00:00:30.139000,0 days 00:00:28.719000,0 days 00:59:23.564000,0 days 00:59:53.703000,0 days 01:00:22.422000,312.0,333.0,311.0,325.0,True,HARD,4.0,False,Kick Sauber,0 days 00:58:55.504000,,1,19.0,False,,False,True
796,0 days 01:01:48.746000,BOT,77,0 days 00:01:26.324000,4.0,1.0,,,0 days 00:00:27.719000,0 days 00:00:29.733000,0 days 00:00:28.872000,0 days 01:00:50.141000,0 days 01:01:19.874000,0 days 01:01:48.746000,314.0,333.0,310.0,334.0,True,HARD,5.0,False,Kick Sauber,0 days 01:00:22.422000,,1,19.0,False,,False,True
797,0 days 01:03:16.988000,BOT,77,0 days 00:01:28.242000,5.0,1.0,,,0 days 00:00:27.926000,0 days 00:00:31.159000,0 days 00:00:29.157000,0 days 01:02:16.672000,0 days 01:02:47.831000,0 days 01:03:16.988000,315.0,343.0,309.0,333.0,False,HARD,6.0,False,Kick Sauber,0 days 01:01:48.746000,,1,17.0,False,,False,True
798,0 days 01:04:43.487000,BOT,77,0 days 00:01:26.499000,6.0,1.0,,,0 days 00:00:28.073000,0 days 00:00:29.845000,0 days 00:00:28.581000,0 days 01:03:45.061000,0 days 01:04:14.906000,0 days 01:04:43.487000,311.0,317.0,308.0,318.0,False,HARD,7.0,False,Kick Sauber,0 days 01:03:16.988000,,1,17.0,False,,False,True
799,0 days 01:06:09.846000,BOT,77,0 days 00:01:26.359000,7.0,1.0,,,0 days 00:00:28.190000,0 days 00:00:29.477000,0 days 00:00:28.692000,0 days 01:05:11.677000,0 days 01:05:41.154000,0 days 01:06:09.846000,311.0,318.0,308.0,318.0,False,HARD,8.0,False,Kick Sauber,0 days 01:04:43.487000,,1,17.0,False,,False,True
800,0 days 01:07:36.052000,BOT,77,0 days 00:01:26.206000,8.0,1.0,,,0 days 00:00:28.050000,0 days 00:00:29.472000,0 days 00:00:28.684000,0 days 01:06:37.896000,0 days 01:07:07.368000,0 days 01:07:36.052000,311.0,316.0,308.0,319.0,True,HARD,9.0,False,Kick Sauber,0 days 01:06:09.846000,,1,17.0,False,,False,True
801,0 days 01:09:02.240000,BOT,77,0 days 00:01:26.188000,9.0,1.0,,,0 days 00:00:27.997000,0 days 00:00:29.535000,0 days 00:00:28.656000,0 days 01:08:04.049000,0 days 01:08:33.584000,0 days 01:09:02.240000,312.0,317.0,309.0,318.0,True,HARD,10.0,False,Kick Sauber,0 days 01:07:36.052000,,1,17.0,False,,False,True
802,0 days 01:10:28.358000,BOT,77,0 days 00:01:26.118000,10.0,1.0,,,0 days 00:00:28.035000,0 days 00:00:29.428000,0 days 00:00:28.655000,0 days 01:09:30.275000,0 days 01:09:59.703000,0 days 01:10:28.358000,311.0,318.0,310.0,320.0,True,HARD,11.0,False,Kick Sauber,0 days 01:09:02.240000,,1,16.0,False,,False,True
803,0 days 01:11:54.828000,BOT,77,0 days 00:01:26.470000,11.0,1.0,,,0 days 00:00:28.107000,0 days 00:00:29.584000,0 days 00:00:28.779000,0 days 01:10:56.465000,0 days 01:11:26.049000,0 days 01:11:54.828000,311.0,316.0,310.0,321.0,False,HARD,12.0,False,Kick Sauber,0 days 01:10:28.358000,,1,16.0,False,,False,True
804,0 days 01:13:21.035000,BOT,77,0 days 00:01:26.207000,12.0,1.0,,,0 days 00:00:28.073000,0 days 00:00:29.496000,0 days 00:00:28.638000,0 days 01:12:22.901000,0 days 01:12:52.397000,0 days 01:13:21.035000,312.0,316.0,309.0,320.0,False,HARD,13.0,False,Kick Sauber,0 days 01:11:54.828000,,1,14.0,False,,False,True
805,0 days 01:14:47.384000,BOT,77,0 days 00:01:26.349000,13.0,1.0,,,0 days 00:00:28.165000,0 days 00:00:29.538000,0 days 00:00:28.646000,0 days 01:13:49.200000,0 days 01:14:18.738000,0 days 01:14:47.384000,311.0,316.0,311.0,319.0,False,HARD,14.0,False,Kick Sauber,0 days 01:13:21.035000,,1,13.0,False,,False,True
806,0 days 01:16:13.865000,BOT,77,0 days 00:01:26.481000,14.0,1.0,,,0 days 00:00:28.236000,0 days 00:00:29.624000,0 days 00:00:28.621000,0 days 01:15:15.620000,0 days 01:15:45.244000,0 days 01:16:13.865000,312.0,316.0,311.0,319.0,False,HARD,15.0,False,Kick Sauber,0 days 01:14:47.384000,,1,13.0,False,,False,True
807,0 days 01:17:40.655000,BOT,77,0 days 00:01:26.790000,15.0,1.0,,,0 days 00:00:28.065000,0 days 00:00:29.971000,0 days 00:00:28.754000,0 days 01:16:41.930000,0 days 01:17:11.901000,0 days 01:17:40.655000,313.0,315.0,311.0,324.0,False,HARD,16.0,False,Kick Sauber,0 days 01:16:13.865000,,1,12.0,False,,False,True
808,0 days 01:19:07.224000,BOT,77,0 days 00:01:26.569000,16.0,1.0,,,0 days 00:00:28.039000,0 days 00:00:29.727000,0 days 00:00:28.803000,0 days 01:18:08.694000,0 days 01:18:38.421000,0 days 01:19:07.224000,314.0,326.0,310.0,332.0,False,HARD,17.0,False,Kick Sauber,0 days 01:17:40.655000,,1,11.0,False,,False,True
809,0 days 01:20:33.620000,BOT,77,0 days 00:01:26.396000,17.0,1.0,,,0 days 00:00:28.035000,0 days 00:00:29.612000,0 days 00:00:28.749000,0 days 01:19:35.259000,0 days 01:20:04.871000,0 days 01:20:33.620000,308.0,313.0,309.0,327.0,False,HARD,18.0,False,Kick Sauber,0 days 01:19:07.224000,,1,11.0,False,,False,True
810,0 days 01:21:59.979000,BOT,77,0 days 00:01:26.359000,18.0,1.0,,,0 days 00:00:28.073000,0 days 00:00:29.598000,0 days 00:00:28.688000,0 days 01:21:01.693000,0 days 01:21:31.291000,0 days 01:21:59.979000,310.0,314.0,309.0,320.0,False,HARD,19.0,False,Kick Sauber,0 days 01:20:33.620000,,1,10.0,False,,False,True
811,0 days 01:23:26.435000,BOT,77,0 days 00:01:26.456000,19.0,1.0,,,0 days 00:00:28.074000,0 days 00:00:29.546000,0 days 00:00:28.836000,0 days 01:22:28.053000,0 days 01:22:57.599000,0 days 01:23:26.435000,309.0,313.0,308.0,315.0,False,HARD,20.0,False,Kick Sauber,0 days 01:21:59.979000,,1,9.0,False,,False,True
812,0 days 01:24:53.238000,BOT,77,0 days 00:01:26.803000,20.0,1.0,,,0 days 00:00:28.154000,0 days 00:00:29.728000,0 days 00:00:28.921000,0 days 01:23:54.589000,0 days 01:24:24.317000,0 days 01:24:53.238000,309.0,313.0,308.0,318.0,False,HARD,21.0,False,Kick Sauber,0 days 01:23:26.435000,,1,9.0,False,,False,True
813,0 days 01:26:20.468000,BOT,77,0 days 00:01:27.230000,21.0,1.0,,,0 days 00:00:28.470000,0 days 00:00:29.930000,0 days 00:00:28.830000,0 days 01:25:21.708000,0 days 01:25:51.638000,0 days 01:26:20.468000,313.0,314.0,309.0,308.0,False,HARD,22.0,False,Kick Sauber,0 days 01:24:53.238000,,1,10.0,False,,False,True
814,0 days 01:27:47.872000,BOT,77,0 days 00:01:27.404000,22.0,1.0,,,0 days 00:00:28.527000,0 days 00:00:30.062000,0 days 00:00:28.815000,0 days 01:26:48.995000,0 days 01:27:19.057000,0 days 01:27:47.872000,320.0,326.0,311.0,320.0,False,HARD,23.0,False,Kick Sauber,0 days 01:26:20.468000,,1,11.0,False,,False,True
815,0 days 01:29:14.815000,BOT,77,0 days 00:01:26.943000,23.0,1.0,,,0 days 00:00:28.218000,0 days 00:00:29.950000,0 days 00:00:28.775000,0 days 01:28:16.090000,0 days 01:28:46.040000,0 days 01:29:14.815000,312.0,313.0,309.0,317.0,False,HARD,24.0,False,Kick Sauber,0 days 01:27:47.872000,,1,11.0,False,,False,True
816,0 days 01:30:41.357000,BOT,77,0 days 00:01:26.542000,24.0,1.0,,,0 days 00:00:27.948000,0 days 00:00:29.852000,0 days 00:00:28.742000,0 days 01:29:42.763000,0 days 01:30:12.615000,0 days 01:30:41.357000,310.0,314.0,309.0,321.0,False,HARD,25.0,False,Kick Sauber,0 days 01:29:14.815000,,1,11.0,False,,False,True
817,0 days 01:32:08.220000,BOT,77,0 days 00:01:26.863000,25.0,1.0,,,0 days 00:00:28.314000,0 days 00:00:29.834000,0 days 00:00:28.715000,0 days 01:31:09.671000,0 days 01:31:39.505000,0 days 01:32:08.220000,314.0,316.0,310.0,318.0,False,HARD,26.0,False,Kick Sauber,0 days 01:30:41.357000,,1,12.0,False,,False,True
818,0 days 01:33:35.105000,BOT,77,0 days 00:01:26.885000,26.0,1.0,,,0 days 00:00:28.540000,0 days 00:00:29.700000,0 days 00:00:28.645000,0 days 01:32:36.760000,0 days 01:33:06.460000,0 days 01:33:35.105000,314.0,325.0,311.0,318.0,False,HARD,27.0,False,Kick Sauber,0 days 01:32:08.220000,,1,13.0,False,,False,True
819,0 days 01:35:01.414000,BOT,77,0 days 00:01:26.309000,27.0,1.0,,,0 days 00:00:28.049000,0 days 00:00:29.594000,0 days 00:00:28.666000,0 days 01:34:03.154000,0 days 01:34:32.748000,0 days 01:35:01.414000,311.0,315.0,308.0,320.0,False,HARD,28.0,False,Kick Sauber,0 days 01:33:35.105000,,1,13.0,False,,False,True
820,0 days 01:36:27.218000,BOT,77,0 days 00:01:25.804000,28.0,1.0,,,0 days 00:00:27.947000,0 days 00:00:29.271000,0 days 00:00:28.586000,0 days 01:35:29.361000,0 days 01:35:58.632000,0 days 01:36:27.218000,323.0,314.0,309.0,337.0,True,HARD,29.0,False,Kick Sauber,0 days 01:35:01.414000,,1,13.0,False,,False,True
821,0 days 01:37:54.045000,BOT,77,0 days 00:01:26.827000,29.0,1.0,,,0 days 00:00:28.501000,0 days 00:00:29.766000,0 days 00:00:28.560000,0 days 01:36:55.719000,0 days 01:37:25.485000,0 days 01:37:54.045000,313.0,314.0,310.0,316.0,False,HARD,30.0,False,Kick Sauber,0 days 01:36:27.218000,,1,14.0,False,,False,True
822,0 days 01:39:20.067000,BOT,77,0 days 00:01:26.022000,30.0,1.0,,,0 days 00:00:28.030000,0 days 00:00:29.509000,0 days 00:00:28.483000,0 days 01:38:22.075000,0 days 01:38:51.584000,0 days 01:39:20.067000,310.0,312.0,310.0,318.0,False,HARD,31.0,False,Kick Sauber,0 days 01:37:54.045000,,1,14.0,False,,False,True
823,0 days 01:40:46.071000,BOT,77,0 days 00:01:26.004000,31.0,1.0,,,0 days 00:00:28.139000,0 days 00:00:29.354000,0 days 00:00:28.511000,0 days 01:39:48.206000,0 days 01:40:17.560000,0 days 01:40:46.071000,310.0,313.0,309.0,318.0,False,HARD,32.0,False,Kick Sauber,0 days 01:39:20.067000,,1,14.0,False,,False,True
824,0 days 01:42:13.930000,BOT,77,0 days 00:01:27.859000,32.0,1.0,,,0 days 00:00:28.465000,0 days 00:00:30.506000,0 days 00:00:28.888000,0 days 01:41:14.536000,0 days 01:41:45.042000,0 days 01:42:13.930000,326.0,330.0,311.0,335.0,False,HARD,33.0,False,Kick Sauber,0 days 01:40:46.071000,,1,15.0,False,,False,True
825,0 days 01:43:44.854000,BOT,77,0 days 00:01:30.924000,33.0,1.0,,0 days 01:43:41.062000,0 days 00:00:27.950000,0 days 00:00:29.670000,0 days 00:00:33.304000,0 days 01:42:41.880000,0 days 01:43:11.550000,0 days 01:43:44.854000,310.0,315.0,,322.0,False,HARD,34.0,False,Kick Sauber,0 days 01:42:13.930000,,1,15.0,False,,False,False
826,0 days 01:45:30.316000,BOT,77,0 days 00:01:45.462000,34.0,2.0,0 days 01:44:05.537000,,0 days 00:00:47.693000,0 days 00:00:29.221000,0 days 00:00:28.548000,0 days 01:44:32.547000,0 days 01:45:01.768000,0 days 01:45:30.316000,310.0,312.0,310.0,285.0,False,MEDIUM,2.0,False,Kick Sauber,0 days 01:43:44.854000,,1,18.0,False,,False,False
827,0 days 01:46:55.652000,BOT,77,0 days 00:01:25.336000,35.0,2.0,,,0 days 00:00:27.734000,0 days 00:00:29.222000,0 days 00:00:28.380000,0 days 01:45:58.050000,0 days 01:46:27.272000,0 days 01:46:55.652000,309.0,312.0,310.0,317.0,True,MEDIUM,3.0,False,Kick Sauber,0 days 01:45:30.316000,,1,18.0,False,,False,True
828,0 days 01:48:20.766000,BOT,77,0 days 00:01:25.114000,36.0,2.0,,,0 days 00:00:27.765000,0 days 00:00:29.169000,0 days 00:00:28.180000,0 days 01:47:23.417000,0 days 01:47:52.586000,0 days 01:48:20.766000,309.0,312.0,311.0,318.0,True,MEDIUM,4.0,False,Kick Sauber,0 days 01:46:55.652000,,1,18.0,False,,False,True
829,0 days 01:49:45.979000,BOT,77,0 days 00:01:25.213000,37.0,2.0,,,0 days 00:00:27.780000,0 days 00:00:29.132000,0 days 00:00:28.301000,0 days 01:48:48.546000,0 days 01:49:17.678000,0 days 01:49:45.979000,310.0,313.0,311.0,316.0,False,MEDIUM,5.0,False,Kick Sauber,0 days 01:48:20.766000,,1,18.0,False,,False,True
830,0 days 01:51:12.683000,BOT,77,0 days 00:01:26.704000,38.0,2.0,,,0 days 00:00:27.866000,0 days 00:00:29.222000,0 days 00:00:29.616000,0 days 01:50:13.845000,0 days 01:50:43.067000,0 days 01:51:12.683000,310.0,314.0,313.0,318.0,False,MEDIUM,6.0,False,Kick Sauber,0 days 01:49:45.979000,,1,18.0,False,,False,True
831,0 days 01:52:37.764000,BOT,77,0 days 00:01:25.081000,39.0,2.0,,,0 days 00:00:27.615000,0 days 00:00:29.332000,0 days 00:00:28.134000,0 days 01:51:40.298000,0 days 01:52:09.630000,0 days 01:52:37.764000,314.0,316.0,312.0,328.0,True,MEDIUM,7.0,False,Kick Sauber,0 days 01:51:12.683000,,1,18.0,False,,False,True
832,0 days 01:54:02.924000,BOT,77,0 days 00:01:25.160000,40.0,2.0,,,0 days 00:00:27.758000,0 days 00:00:29.092000,0 days 00:00:28.310000,0 days 01:53:05.522000,0 days 01:53:34.614000,0 days 01:54:02.924000,310.0,315.0,313.0,320.0,False,MEDIUM,8.0,False,Kick Sauber,0 days 01:52:37.764000,,1,18.0,False,,False,True
833,0 days 01:55:29.234000,BOT,77,0 days 00:01:26.310000,41.0,2.0,,,0 days 00:00:28.082000,0 days 00:00:29.887000,0 days 00:00:28.341000,0 days 01:54:31.006000,0 days 01:55:00.893000,0 days 01:55:29.234000,253.0,315.0,312.0,320.0,False,MEDIUM,9.0,False,Kick Sauber,0 days 01:54:02.924000,,1,18.0,False,,False,True
834,0 days 01:56:55.270000,BOT,77,0 days 00:01:26.036000,42.0,2.0,,,0 days 00:00:27.723000,0 days 00:00:29.687000,0 days 00:00:28.626000,0 days 01:55:56.957000,0 days 01:56:26.644000,0 days 01:56:55.270000,310.0,281.0,312.0,320.0,False,MEDIUM,10.0,False,Kick Sauber,0 days 01:55:29.234000,,1,18.0,False,,False,True
835,0 days 01:58:19.907000,BOT,77,0 days 00:01:24.637000,43.0,2.0,,,0 days 00:00:27.523000,0 days 00:00:28.919000,0 days 00:00:28.195000,0 days 01:57:22.793000,0 days 01:57:51.712000,0 days 01:58:19.907000,314.0,317.0,313.0,323.0,True,MEDIUM,11.0,False,Kick Sauber,0 days 01:56:55.270000,,1,18.0,False,,False,True
836,0 days 01:59:44.699000,BOT,77,0 days 00:01:24.792000,44.0,2.0,,,0 days 00:00:27.761000,0 days 00:00:28.885000,0 days 00:00:28.146000,0 days 01:58:47.668000,0 days 01:59:16.553000,0 days 01:59:44.699000,312.0,315.0,313.0,320.0,False,MEDIUM,12.0,False,Kick Sauber,0 days 01:58:19.907000,,1,18.0,False,,False,True
837,0 days 02:01:09.287000,BOT,77,0 days 00:01:24.588000,45.0,2.0,,,0 days 00:00:27.682000,0 days 00:00:28.921000,0 days 00:00:27.985000,0 days 02:00:12.381000,0 days 02:00:41.302000,0 days 02:01:09.287000,311.0,315.0,314.0,318.0,True,MEDIUM,13.0,False,Kick Sauber,0 days 01:59:44.699000,,1,18.0,False,,False,True
838,0 days 02:02:33.645000,BOT,77,0 days 00:01:24.358000,46.0,2.0,,,0 days 00:00:27.617000,0 days 00:00:28.657000,0 days 00:00:28.084000,0 days 02:01:36.904000,0 days 02:02:05.561000,0 days 02:02:33.645000,310.0,330.0,316.0,319.0,True,MEDIUM,14.0,False,Kick Sauber,0 days 02:01:09.287000,,1,18.0,False,,False,True
839,0 days 02:03:57.734000,BOT,77,0 days 00:01:24.089000,47.0,2.0,,,0 days 00:00:27.332000,0 days 00:00:28.775000,0 days 00:00:27.982000,0 days 02:03:00.977000,0 days 02:03:29.752000,0 days 02:03:57.734000,329.0,312.0,313.0,353.0,True,MEDIUM,15.0,False,Kick Sauber,0 days 02:02:33.645000,,1,17.0,False,,False,True
840,0 days 02:05:22.860000,BOT,77,0 days 00:01:25.126000,48.0,2.0,,,0 days 00:00:27.750000,0 days 00:00:28.539000,0 days 00:00:28.837000,0 days 02:04:25.484000,0 days 02:04:54.023000,0 days 02:05:22.860000,307.0,312.0,315.0,315.0,False,MEDIUM,16.0,False,Kick Sauber,0 days 02:03:57.734000,,1,17.0,False,,False,True
841,0 days 02:06:46.745000,BOT,77,0 days 00:01:23.885000,49.0,2.0,,,0 days 00:00:27.443000,0 days 00:00:28.632000,0 days 00:00:27.810000,0 days 02:05:50.303000,0 days 02:06:18.935000,0 days 02:06:46.745000,314.0,316.0,314.0,335.0,True,MEDIUM,17.0,False,Kick Sauber,0 days 02:05:22.860000,,1,17.0,False,,False,True
842,0 days 02:08:11.102000,BOT,77,0 days 00:01:24.357000,50.0,2.0,,,0 days 00:00:27.651000,0 days 00:00:28.704000,0 days 00:00:28.002000,0 days 02:07:14.396000,0 days 02:07:43.100000,0 days 02:08:11.102000,310.0,313.0,313.0,319.0,False,MEDIUM,18.0,False,Kick Sauber,0 days 02:06:46.745000,,1,17.0,False,,False,True
843,0 days 02:09:35.081000,BOT,77,0 days 00:01:23.979000,51.0,2.0,,,0 days 00:00:27.537000,0 days 00:00:28.569000,0 days 00:00:27.873000,0 days 02:08:38.639000,0 days 02:09:07.208000,0 days 02:09:35.081000,311.0,315.0,314.0,316.0,False,MEDIUM,19.0,False,Kick Sauber,0 days 02:08:11.102000,,1,16.0,False,,False,True
844,0 days 02:10:58.690000,BOT,77,0 days 00:01:23.609000,52.0,2.0,,,0 days 00:00:27.550000,0 days 00:00:28.419000,0 days 00:00:27.640000,0 days 02:10:02.631000,0 days 02:10:31.050000,0 days 02:10:58.690000,312.0,317.0,314.0,319.0,True,MEDIUM,20.0,False,Kick Sauber,0 days 02:09:35.081000,,1,16.0,False,,False,True
845,0 days 00:57:26.271000,HUL,27,0 days 00:01:35.519000,1.0,1.0,,,,0 days 00:00:32.105000,0 days 00:00:31.886000,,0 days 00:56:54.586000,0 days 00:57:26.424000,324.0,340.0,316.0,272.0,False,MEDIUM,1.0,True,Haas F1 Team,0 days 00:55:50.494000,,1,16.0,False,,False,False
846,0 days 00:58:53.783000,HUL,27,0 days 00:01:27.512000,2.0,1.0,,,0 days 00:00:28.557000,0 days 00:00:30.071000,0 days 00:00:28.884000,0 days 00:57:54.877000,0 days 00:58:24.948000,0 days 00:58:53.832000,320.0,341.0,316.0,313.0,True,MEDIUM,2.0,True,Haas F1 Team,0 days 00:57:26.271000,,1,16.0,False,,False,True
847,0 days 01:00:20.217000,HUL,27,0 days 00:01:26.434000,3.0,1.0,,,0 days 00:00:27.750000,0 days 00:00:30.166000,0 days 00:00:28.518000,0 days 00:59:21.582000,0 days 00:59:51.748000,0 days 01:00:20.266000,320.0,338.0,320.0,309.0,True,MEDIUM,3.0,True,Haas F1 Team,0 days 00:58:53.783000,,1,16.0,False,,False,True
848,0 days 01:01:46.758000,HUL,27,0 days 00:01:26.541000,4.0,1.0,,,0 days 00:00:27.663000,0 days 00:00:30.138000,0 days 00:00:28.740000,0 days 01:00:47.929000,0 days 01:01:18.067000,0 days 01:01:46.807000,335.0,337.0,314.0,355.0,False,MEDIUM,4.0,True,Haas F1 Team,0 days 01:00:20.217000,,1,16.0,False,,False,True
849,0 days 01:03:18.487000,HUL,27,0 days 00:01:31.729000,5.0,1.0,,0 days 01:03:14.706000,0 days 00:00:28.098000,0 days 00:00:30.266000,0 days 00:00:33.365000,0 days 01:02:14.905000,0 days 01:02:45.171000,0 days 01:03:18.536000,315.0,320.0,,340.0,False,MEDIUM,5.0,True,Haas F1 Team,0 days 01:01:46.758000,,1,18.0,False,,False,False
850,0 days 01:05:18.665000,HUL,27,0 days 00:02:00.178000,6.0,2.0,0 days 01:03:53.551000,,0 days 00:01:01.963000,0 days 00:00:29.356000,0 days 00:00:28.859000,0 days 01:04:20.499000,0 days 01:04:49.855000,0 days 01:05:18.714000,313.0,312.0,308.0,284.0,False,HARD,1.0,True,Haas F1 Team,0 days 01:03:18.487000,,1,20.0,False,,False,False
851,0 days 01:06:44.547000,HUL,27,0 days 00:01:25.882000,7.0,2.0,,,0 days 00:00:27.741000,0 days 00:00:29.461000,0 days 00:00:28.680000,0 days 01:05:46.455000,0 days 01:06:15.916000,0 days 01:06:44.596000,309.0,315.0,309.0,316.0,True,HARD,2.0,True,Haas F1 Team,0 days 01:05:18.665000,,1,20.0,False,,False,True
852,0 days 01:08:09.898000,HUL,27,0 days 00:01:25.351000,8.0,2.0,,,0 days 00:00:27.613000,0 days 00:00:29.199000,0 days 00:00:28.539000,0 days 01:07:12.209000,0 days 01:07:41.408000,0 days 01:08:09.947000,310.0,315.0,308.0,318.0,True,HARD,3.0,True,Haas F1 Team,0 days 01:06:44.547000,,1,19.0,False,,False,True
853,0 days 01:09:35.089000,HUL,27,0 days 00:01:25.191000,9.0,2.0,,,0 days 00:00:27.635000,0 days 00:00:29.008000,0 days 00:00:28.548000,0 days 01:08:37.582000,0 days 01:09:06.590000,0 days 01:09:35.138000,310.0,315.0,308.0,319.0,True,HARD,4.0,True,Haas F1 Team,0 days 01:08:09.898000,,1,19.0,False,,False,True
854,0 days 01:11:00.283000,HUL,27,0 days 00:01:25.194000,10.0,2.0,,,0 days 00:00:27.683000,0 days 00:00:29.155000,0 days 00:00:28.356000,0 days 01:10:02.821000,0 days 01:10:31.976000,0 days 01:11:00.332000,310.0,315.0,310.0,319.0,False,HARD,5.0,True,Haas F1 Team,0 days 01:09:35.089000,,1,19.0,False,,False,True
855,0 days 01:12:25.605000,HUL,27,0 days 00:01:25.322000,11.0,2.0,,,0 days 00:00:27.695000,0 days 00:00:29.264000,0 days 00:00:28.363000,0 days 01:11:28.027000,0 days 01:11:57.291000,0 days 01:12:25.654000,310.0,315.0,310.0,318.0,False,HARD,6.0,True,Haas F1 Team,0 days 01:11:00.283000,,1,19.0,False,,False,True
856,0 days 01:13:50.771000,HUL,27,0 days 00:01:25.166000,12.0,2.0,,,0 days 00:00:27.705000,0 days 00:00:29.112000,0 days 00:00:28.349000,0 days 01:12:53.359000,0 days 01:13:22.471000,0 days 01:13:50.820000,311.0,316.0,311.0,319.0,True,HARD,7.0,True,Haas F1 Team,0 days 01:12:25.605000,,1,19.0,False,,False,True
857,0 days 01:15:15.754000,HUL,27,0 days 00:01:24.983000,13.0,2.0,,,0 days 00:00:27.709000,0 days 00:00:28.990000,0 days 00:00:28.284000,0 days 01:14:18.529000,0 days 01:14:47.519000,0 days 01:15:15.803000,312.0,317.0,310.0,320.0,True,HARD,8.0,True,Haas F1 Team,0 days 01:13:50.771000,,1,19.0,False,,False,True
858,0 days 01:16:40.768000,HUL,27,0 days 00:01:25.014000,14.0,2.0,,,0 days 00:00:27.670000,0 days 00:00:29.059000,0 days 00:00:28.285000,0 days 01:15:43.473000,0 days 01:16:12.532000,0 days 01:16:40.817000,313.0,317.0,311.0,320.0,False,HARD,9.0,True,Haas F1 Team,0 days 01:15:15.754000,,1,19.0,False,,False,True
859,0 days 01:18:06.630000,HUL,27,0 days 00:01:25.862000,15.0,2.0,,,0 days 00:00:27.814000,0 days 00:00:29.602000,0 days 00:00:28.446000,0 days 01:17:08.631000,0 days 01:17:38.233000,0 days 01:18:06.679000,312.0,316.0,311.0,319.0,False,HARD,10.0,True,Haas F1 Team,0 days 01:16:40.768000,,1,19.0,False,,False,True
860,0 days 01:19:31.647000,HUL,27,0 days 00:01:25.017000,16.0,2.0,,,0 days 00:00:27.621000,0 days 00:00:29.153000,0 days 00:00:28.243000,0 days 01:18:34.300000,0 days 01:19:03.453000,0 days 01:19:31.696000,317.0,321.0,312.0,324.0,False,HARD,11.0,True,Haas F1 Team,0 days 01:18:06.630000,,1,18.0,False,,False,True
861,0 days 01:20:57.766000,HUL,27,0 days 00:01:26.119000,17.0,2.0,,,0 days 00:00:28.068000,0 days 00:00:29.532000,0 days 00:00:28.519000,0 days 01:19:59.764000,0 days 01:20:29.296000,0 days 01:20:57.815000,312.0,330.0,315.0,340.0,False,HARD,12.0,True,Haas F1 Team,0 days 01:19:31.647000,,1,18.0,False,,False,True
